,activities_visited,buddy_userids,enrollment_status,grade,lessons_visited,module_name,percentage_activities_visited,percentage_lessons_visited,school_code,school_name,server_id,state_code,timestamp,total_activities,total_lessons,unit_name,user_id,username
2754,7.0,[],Yes,Grade 8,3.0,[u'Geometric Reasoning Part II'],41.17647058823529,60.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-02-06 16:17:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082649.0,blue-goat-tg231
2755,14.0,[],Yes,Grade 8,4.0,[u'Geometric Reasoning Part II'],82.35294117647058,80.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-03-18 15:21:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082649.0,blue-goat-tg231
2756,1.0,[1082651],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082650.0,blue-gorilla-tg231
2757,1.0,[1082651],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082650.0,blue-gorilla-tg231
2758,2.0,[1082651],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082650.0,blue-gorilla-tg231
2759,2.0,[1082651],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082650.0,blue-gorilla-tg231
2760,8.0,[],Yes,Grade 8,4.0,[u'Geometric Reasoning Part II'],47.058823529411754,80.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-05 15:13:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082650.0,blue-gorilla-tg231
2761,8.0,[],Yes,Grade 8,4.0,[u'Geometric Reasoning Part II'],47.058823529411754,80.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-05 15:13:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082650.0,blue-gorilla-tg231
2762,17.0,[1082651],Yes,Grade 8,5.0,[u'Geometric Reasoning Part II'],100.0,100.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082650.0,blue-gorilla-tg231
2763,17.0,[1082651],Yes,Grade 8,5.0,[u'Geometric Reasoning Part II'],100.0,100.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082650.0,blue-gorilla-tg231
2764,1.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082651.0,blue-grasshopper-tg231
2765,1.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082651.0,blue-grasshopper-tg231
2766,2.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082651.0,blue-grasshopper-tg231
2767,2.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082651.0,blue-grasshopper-tg231
2768,8.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],47.058823529411754,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082651.0,blue-grasshopper-tg231
2769,8.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],47.058823529411754,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082651.0,blue-grasshopper-tg231
2770,12.0,[],Yes,Grade 8,3.0,[u'Geometric Reasoning Part II'],70.58823529411767,60.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-01-29 11:16:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082651.0,blue-grasshopper-tg231
2771,1.0,[1082647],No,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082652.0,blue-hen-tg231
2772,1.0,[1082647],No,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082652.0,blue-hen-tg231
2773,2.0,[1082647],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082652.0,blue-hen-tg231
2774,2.0,[1082647],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082652.0,blue-hen-tg231
2775,4.0,[],Yes,Grade 8,2.0,[u'Geometric Reasoning Part II'],23.529411764705877,40.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082652.0,blue-hen-tg231
2776,4.0,[],Yes,Grade 8,2.0,[u'Geometric Reasoning Part II'],23.529411764705877,40.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082652.0,blue-hen-tg231
2777,16.0,[],Yes,Grade 8,4.0,[u'Geometric Reasoning Part II'],94.11764705882351,80.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-01-09 11:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082652.0,blue-hen-tg231
2778,17.0,[1082647],Yes,Grade 8,5.0,[u'Geometric Reasoning Part II'],100.0,100.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-01-29 12:16:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082652.0,blue-hen-tg231
2779,0.0,[],No,Grade 8,0.0,[u'Geometric Reasoning Part II'],0.0,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-27 16:10:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082653.0,blue-heron-tg231
2780,0.0,[],No,Grade 8,0.0,[u'Geometric Reasoning Part II'],0.0,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-27 16:10:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082653.0,blue-heron-tg231
2781,1.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082653.0,blue-heron-tg231
2782,1.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082653.0,blue-heron-tg231
2783,2.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-12-01 14:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082653.0,blue-heron-tg231
2784,2.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-12-01 14:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082653.0,blue-heron-tg231
2785,3.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],17.647058823529417,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-01-09 11:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082653.0,blue-heron-tg231
2786,4.0,[],Yes,Grade 8,2.0,[u'Geometric Reasoning Part II'],23.529411764705877,40.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-02-15 16:17:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082653.0,blue-heron-tg231
2787,2.0,[],Yes,,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-02 14:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082654.0,blue-hibiscus-tg231
2788,2.0,[],Yes,,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-02 14:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082654.0,blue-hibiscus-tg231
2789,17.0,[],Yes,,5.0,[u'Geometric Reasoning Part II'],100.0,100.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082654.0,blue-hibiscus-tg231
2790,17.0,[],Yes,,5.0,[u'Geometric Reasoning Part II'],100.0,100.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082654.0,blue-hibiscus-tg231
2791,1.0,[1082657],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082655.0,blue-hippo-tg231
2792,1.0,[1082657],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082655.0,blue-hippo-tg231
2793,2.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082655.0,blue-hippo-tg231
2794,2.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082655.0,blue-hippo-tg231
2795,9.0,[],Yes,Grade 8,4.0,[u'Geometric Reasoning Part II'],52.941176470588246,80.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-05 15:13:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082655.0,blue-hippo-tg231
2796,9.0,[],Yes,Grade 8,4.0,[u'Geometric Reasoning Part II'],52.941176470588246,80.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-05 15:13:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082655.0,blue-hippo-tg231
2797,17.0,[1082657],Yes,Grade 8,5.0,[u'Geometric Reasoning Part II'],100.0,100.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082655.0,blue-hippo-tg231
2798,17.0,[1082657],Yes,Grade 8,5.0,[u'Geometric Reasoning Part II'],100.0,100.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082655.0,blue-hippo-tg231
2799,1.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082657.0,blue-horse-tg231
2800,1.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 15:12:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082657.0,blue-horse-tg231
2801,2.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082657.0,blue-horse-tg231
2802,2.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],11.764705882352938,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:11:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082657.0,blue-horse-tg231
2803,10.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],58.82352941176471,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082657.0,blue-horse-tg231
2804,10.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],58.82352941176471,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082657.0,blue-horse-tg231
2805,1.0,[],Yes,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-02-04 11:16:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082658.0,blue-kangaroo-tg231
2806,7.0,[],Yes,Grade 8,3.0,[u'Geometric Reasoning Part II'],41.17647058823529,60.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-02-06 16:17:00,17.0,5.0,gr2-unit1-property-based-reasoning,1082658.0,blue-kangaroo-tg231
2807,0.0,[],No,Grade 8,0.0,[u'Geometric Reasoning Part II'],0.0,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1259983.0,red-copper-sp100
2808,0.0,[],No,Grade 8,0.0,[u'Geometric Reasoning Part II'],0.0,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 15:14:00,17.0,5.0,gr2-unit1-property-based-reasoning,1259983.0,red-copper-sp100
2809,1.0,[],No,,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-06-27 16:07:00,17.0,5.0,gr2-unit1-property-based-reasoning,1260189.0,brown-ostrich-sp100
2810,1.0,[],No,,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-06-27 16:07:00,17.0,5.0,gr2-unit1-property-based-reasoning,1260189.0,brown-ostrich-sp100
2811,1.0,[],No,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-06-27 16:07:00,17.0,5.0,gr2-unit1-property-based-reasoning,1260193.0,brown-peacock-sp100
2812,1.0,[],No,Grade 8,1.0,[u'Geometric Reasoning Part II'],5.882352941176469,20.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-06-27 16:07:00,17.0,5.0,gr2-unit1-property-based-reasoning,1260193.0,brown-peacock-sp100
2817,3.0,[],Yes,,0.0,[u'English Elementary'],3.571428571428571,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-01-29 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082565.0,black-deer-tg231
2818,4.0,[],Yes,,0.0,[u'English Elementary'],4.761904761904762,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-01-29 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082566.0,black-dog-tg231
2819,2.0,[],Yes,,0.0,[u'English Elementary'],2.380952380952381,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-01-29 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082569.0,black-dragon-tg231
2820,5.0,[],Yes,,0.0,[u'English Elementary'],5.952380952380952,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 14:06:00,84.0,12.0,ee-unit1-english-elementary,1082571.0,black-eagle-tg231
2821,5.0,[],Yes,,0.0,[u'English Elementary'],5.952380952380952,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 14:06:00,84.0,12.0,ee-unit1-english-elementary,1082571.0,black-eagle-tg231
2822,6.0,[],Yes,Grade 9,0.0,[u'English Elementary'],7.142857142857142,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-02-08 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082571.0,black-eagle-tg231
2823,0.0,[],No,,0.0,[u'English Elementary'],0.0,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:06:00,84.0,12.0,ee-unit1-english-elementary,1082625.0,blue-banana-tg231
2824,0.0,[],No,,0.0,[u'English Elementary'],0.0,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-03 16:06:00,84.0,12.0,ee-unit1-english-elementary,1082625.0,blue-banana-tg231
2825,15.0,[],Yes,,0.0,[u'English Elementary'],17.857142857142858,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 16:06:00,84.0,12.0,ee-unit1-english-elementary,1082627.0,blue-bear-tg231
2826,15.0,[],Yes,,0.0,[u'English Elementary'],17.857142857142858,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-30 16:06:00,84.0,12.0,ee-unit1-english-elementary,1082627.0,blue-bear-tg231
2827,0.0,[],No,,0.0,[u'English Elementary'],0.0,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-02-20 11:07:00,84.0,12.0,ee-unit1-english-elementary,1082628.0,blue-beatle-tg231
2828,15.0,[],Yes,,0.0,[u'English Elementary'],17.857142857142858,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-03-08 15:07:00,84.0,12.0,ee-unit1-english-elementary,1082629.0,blue-bulbul-tg231
2829,0.0,[],No,Grade 8,0.0,[u'English Elementary'],0.0,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-02-21 12:07:00,84.0,12.0,ee-unit1-english-elementary,1082631.0,blue-butterfly-tg231
2830,2.0,[],No,Grade 8,0.0,[u'English Elementary'],2.380952380952381,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-02-25 12:07:00,84.0,12.0,ee-unit1-english-elementary,1082631.0,blue-butterfly-tg231
2831,9.0,[],Yes,Grade 8,0.0,[u'English Elementary'],10.714285714285714,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-02-25 16:07:00,84.0,12.0,ee-unit1-english-elementary,1082631.0,blue-butterfly-tg231
2832,25.0,[1082629],Yes,Grade 8,0.0,[u'English Elementary'],29.761904761904763,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-03-08 15:07:00,84.0,12.0,ee-unit1-english-elementary,1082631.0,blue-butterfly-tg231
2833,26.0,[],Yes,Grade 8,0.0,[u'English Elementary'],30.952380952380953,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-03-12 10:07:00,84.0,12.0,ee-unit1-english-elementary,1082631.0,blue-butterfly-tg231
2834,2.0,[],Yes,Grade 8,0.0,[u'English Elementary'],2.380952380952381,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-03-08 15:07:00,84.0,12.0,ee-unit1-english-elementary,1082632.0,blue-camel-tg231
2835,2.0,[],Yes,,0.0,[u'English Elementary'],2.380952380952381,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-02-18 10:07:00,84.0,12.0,ee-unit1-english-elementary,1082633.0,blue-cat-tg231
2836,3.0,[],Yes,,0.0,[u'English Elementary'],3.571428571428571,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-15 10:06:00,84.0,12.0,ee-unit1-english-elementary,1082636.0,blue-crab-tg231
2837,3.0,[],Yes,,0.0,[u'English Elementary'],3.571428571428571,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-15 10:06:00,84.0,12.0,ee-unit1-english-elementary,1082636.0,blue-crab-tg231
2838,5.0,[],Yes,,0.0,[u'English Elementary'],5.952380952380952,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-20 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082636.0,blue-crab-tg231
2839,5.0,[],Yes,,0.0,[u'English Elementary'],5.952380952380952,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-20 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082636.0,blue-crab-tg231
2840,3.0,[1082644],Yes,Grade 8,0.0,[u'English Elementary'],3.571428571428571,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-30 16:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2841,3.0,[1082644],Yes,Grade 8,0.0,[u'English Elementary'],3.571428571428571,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-30 16:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2842,5.0,[1082644],Yes,Grade 8,0.0,[u'English Elementary'],5.952380952380952,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-31 11:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2843,5.0,[1082644],Yes,Grade 8,0.0,[u'English Elementary'],5.952380952380952,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-31 11:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2844,6.0,[],Yes,Grade 8,0.0,[u'English Elementary'],7.142857142857142,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-08 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2845,6.0,[],Yes,Grade 8,0.0,[u'English Elementary'],7.142857142857142,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-08 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2846,8.0,[],Yes,Grade 8,0.0,[u'English Elementary'],9.523809523809524,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-15 10:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2847,8.0,[],Yes,Grade 8,0.0,[u'English Elementary'],9.523809523809524,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-15 10:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2848,9.0,[],Yes,Grade 8,0.0,[u'English Elementary'],10.714285714285714,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-26 12:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2849,9.0,[],Yes,Grade 8,0.0,[u'English Elementary'],10.714285714285714,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-26 12:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2850,21.0,[1082654],Yes,Grade 8,1.0,[u'English Elementary'],25.0,8.333333333333332,4152031.0,ZPHS Kannapur,tg231,tg,2019-01-29 11:06:00,84.0,12.0,ee-unit1-english-elementary,1082637.0,blue-deer-tg231
2851,2.0,[1082636],Yes,Choose Class / Grade,0.0,[u'English Elementary'],2.380952380952381,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-26 12:06:00,84.0,12.0,ee-unit1-english-elementary,1082638.0,blue-dog-tg231
2852,2.0,[1082636],Yes,Choose Class / Grade,0.0,[u'English Elementary'],2.380952380952381,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-26 12:06:00,84.0,12.0,ee-unit1-english-elementary,1082638.0,blue-dog-tg231
2853,3.0,[],Yes,,0.0,[u'English Elementary'],3.571428571428571,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-20 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082640.0,blue-dragonfly-tg231
2854,3.0,[],Yes,,0.0,[u'English Elementary'],3.571428571428571,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-20 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082640.0,blue-dragonfly-tg231
2855,2.0,[1082654],Yes,Grade 8,0.0,[u'English Elementary'],2.380952380952381,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-30 16:06:00,84.0,12.0,ee-unit1-english-elementary,1082641.0,blue-dragon-tg231
2856,2.0,[1082654],Yes,Grade 8,0.0,[u'English Elementary'],2.380952380952381,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-30 16:06:00,84.0,12.0,ee-unit1-english-elementary,1082641.0,blue-dragon-tg231
2857,6.0,[1082645],Yes,Grade 8,0.0,[u'English Elementary'],7.142857142857142,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-31 11:06:00,84.0,12.0,ee-unit1-english-elementary,1082641.0,blue-dragon-tg231
2858,6.0,[1082645],Yes,Grade 8,0.0,[u'English Elementary'],7.142857142857142,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-31 11:06:00,84.0,12.0,ee-unit1-english-elementary,1082641.0,blue-dragon-tg231
2859,7.0,"[1082642, 1082643]",Yes,Grade 8,0.0,[u'English Elementary'],8.333333333333332,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2019-01-29 11:06:00,84.0,12.0,ee-unit1-english-elementary,1082641.0,blue-dragon-tg231
2860,1.0,[],Yes,Grade 8,0.0,[u'English Elementary'],1.1904761904761905,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-08 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082642.0,blue-duck-tg231
2861,1.0,[],Yes,Grade 8,0.0,[u'English Elementary'],1.1904761904761905,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-08 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082642.0,blue-duck-tg231
2862,5.0,[],Yes,Grade 8,0.0,[u'English Elementary'],5.952380952380952,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-17 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082642.0,blue-duck-tg231
2863,5.0,[],Yes,Grade 8,0.0,[u'English Elementary'],5.952380952380952,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-17 15:06:00,84.0,12.0,ee-unit1-english-elementary,1082642.0,blue-duck-tg231
2864,6.0,[],Yes,Grade 8,0.0,[u'English Elementary'],7.142857142857142,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-26 12:06:00,84.0,12.0,ee-unit1-english-elementary,1082642.0,blue-duck-tg231
2865,6.0,[],Yes,Grade 8,0.0,[u'English Elementary'],7.142857142857142,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-11-26 12:06:00,84.0,12.0,ee-unit1-english-elementary,1082642.0,blue-duck-tg231
2866,2.0,[1082645],Yes,Grade 8,0.0,[u'English Elementary'],2.380952380952381,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-30 16:06:00,84.0,12.0,ee-unit1-english-elementary,1082643.0,blue-eagle-tg231
2867,2.0,[1082645],Yes,Grade 8,0.0,[u'English Elementary'],2.380952380952381,0.0,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-30 16:06:00,84.0,12.0,ee-unit1-english-elementary,1082643.0,blue-eagle-tg231
2868,19.0,[1082639],Yes,Grade 8,1.0,[u'English Elementary'],22.619047619047624,8.333333333333332,4152031.0,ZPHS Kannapur,tg231,tg,2018-10-31 11:06:00,84.0,12.0,ee-unit1-english-elementary,1082643.0,blue-eagle-tg231
